ARI,NMI,FMI,Silhouette,Davies_Bouldin,Calinski_Harabasz,n_clusters_found,n_noise_points,algorithm
0.666903453063914,0.7174122872592392,0.7244735112690434,0.42052487734518246,0.79082639050083,4394.798864905881,7,0,KMeans
0.6125577828159188,0.716691105688324,0.677249700799892,0.40961236846329524,0.7565993340055744,4098.914501433551,7,0,GMM
0.5680902914765195,0.6981873921277821,0.6399980402051642,0.42460730216708015,0.7392036737457828,4239.885628741998,7,0,SpectralClustering
0.2600344206907244,0.43179113185996615,0.4269688739020006,-0.011340585074493556,0.7177891782471783,667.3765102338778,20,1052,DBSCAN
0.03428230234666573,0.16813511351826252,0.4310451777860315,0.6096814560794284,0.43490380054918526,1082.0268491602496,2,15,HDBSCAN
