ratio_label,ratio_value,n_seeds,kmeans_ari_mean,kmeans_ari_std,gmm_ari_mean,gmm_ari_std,isoforest_ari_mean,isoforest_ari_std
natural (~3.5%),0.03499000914417313,5,0.11420430136970605,0.008049785358766803,0.058741998952450705,0.03222903724102836,0.1452422333786617,0.019579131758525454
balanced (20%),0.2,5,0.1967054316689945,0.011217626984289814,0.12651738307278243,0.06024889854049829,0.20657689930810957,0.014406537355435007
