noise_level,minority_ratio,n_seeds,kmeans_ari_mean,kmeans_ari_std,gmm_ari_mean,gmm_ari_std
0.0,0.05,5,0.13704165521765624,0.014427592018376796,0.05887338215756904,0.017421043006135145
0.02,0.05,5,0.13696357176312768,0.014399967796038981,0.05920449690130861,0.018348974965664077
0.05,0.05,5,0.13696357176312768,0.014399967796038981,0.0590535577818303,0.018632495622087505
0.1,0.05,5,0.1370929517618561,0.014113846437705566,0.05879520650620278,0.019024344928596542
0.15,0.05,5,0.13673197785428015,0.01448793966401153,0.06923817346735539,0.027398023771851892
0.2,0.05,5,0.13630574779279675,0.014923519445092539,0.06993111831311218,0.02747349191828233
